chr	promoter_start	promoter_end	strand	ensembl_gene_id
4	68995398	68996598	-	ENSG00000198092
4	69083598	69084798	-	ENSG00000226894
4	69093587	69094787	-	ENSG00000250026
4	69111238	69112438	-	ENSG00000185873
4	69215607	69216807	-	ENSG00000083896
4	69312167	69313367	+	ENSG00000087128
4	69817309	69818509	-	ENSG00000135220
4	69916081	69917281	+	ENSG00000171234
4	70391532	70392732	-	ENSG00000156096
4	70518765	70519965	-	ENSG00000173610
4	70518767	70519967	-	ENSG00000270386
4	70653479	70654679	-	ENSG00000173597
4	70725670	70726870	-	ENSG00000109193
4	70795799	70796999	+	ENSG00000126545
4	70826525	70827725	-	ENSG00000135222
4	70860647	70861847	+	ENSG00000126549
4	70915119	70916319	+	ENSG00000126550
4	70998333	70999533	+	ENSG00000187533
4	71061213	71062413	+	ENSG00000109205
4	71090788	71091988	+	ENSG00000181617
4	71107305	71108505	+	ENSG00000171209
4	71199683	71200883	+	ENSG00000145309
4	71225478	71226678	+	ENSG00000109208
4	71234810	71236010	+	ENSG00000171201
4	71262599	71263799	+	ENSG00000171199
4	71383257	71384457	+	ENSG00000187689
4	71456973	71458173	+	ENSG00000178522
4	71493461	71494661	+	ENSG00000132464
4	71547334	71548534	-	ENSG00000132465
4	71553196	71554396	+	ENSG00000132467
4	71568921	71570121	+	ENSG00000018189
4	71568640	71569840	-	ENSG00000207058
4	71566472	71567672	+	ENSG00000207448
4	71570008	71571208	-	ENSG00000272986
4	71676963	71678163	+	ENSG00000238318
4	71705462	71706662	-	ENSG00000132463
4	71713735	71714935	-	ENSG00000252880
4	71767043	71768243	+	ENSG00000173542
4	71857255	71858455	+	ENSG00000156136
4	72052003	72053203	+	ENSG00000080493
4	72669558	72670758	-	ENSG00000145321
4	72896521	72897721	+	ENSG00000056291
4	73187745	73188945	+	ENSG00000250877
4	73434316	73435516	-	ENSG00000156140
4	73829895	73831095	+	ENSG00000252955
4	73891465	73892665	+	ENSG00000210839
4	73935272	73936472	-	ENSG00000163626
4	74124315	74125515	-	ENSG00000132466
4	74123926	74125126	+	ENSG00000250220
4	74128677	74129877	+	ENSG00000221639
4	74261831	74263031	+	ENSG00000163631
4	74295855	74297055	+	ENSG00000081051
4	74346400	74347600	+	ENSG00000079557
4	74486148	74487348	-	ENSG00000169435
4	74605223	74606423	+	ENSG00000169429
4	74701214	74702414	+	ENSG00000124875
4	74717906	74719106	+	ENSG00000109272
4	74734110	74735310	+	ENSG00000163739
4	74847641	74848841	-	ENSG00000163737
4	74853714	74854914	-	ENSG00000163736
4	74864296	74865496	-	ENSG00000163735
4	74904324	74905524	-	ENSG00000163734
4	74964810	74966010	-	ENSG00000081041
4	74978891	74980091	+	ENSG00000163738
4	75173190	75174390	+	ENSG00000182585
4	75229860	75231060	+	ENSG00000124882
4	75514464	75515664	-	ENSG00000249942
4	75719696	75720896	-	ENSG00000174808
4	75857305	75858505	+	ENSG00000169116
4	75895372	75896572	-	ENSG00000249717
4	75959834	75961034	-	ENSG00000248165
4	76438156	76439356	+	ENSG00000174796
4	76439774	76440974	-	ENSG00000163743
4	76480258	76481458	+	ENSG00000174792
4	76555700	76556900	-	ENSG00000138769
4	76649509	76650709	-	ENSG00000138757
4	76648777	76649977	+	ENSG00000138768
4	76750542	76751742	-	ENSG00000222644
4	76750904	76752104	+	ENSG00000229717
4	76823524	76824724	-	ENSG00000156194
4	76862004	76863204	-	ENSG00000138744
4	76900943	76902143	+	ENSG00000245928
4	76911915	76913115	-	ENSG00000198301
4	76928441	76929641	-	ENSG00000138755
4	76931337	76932537	+	ENSG00000156219
4	76944450	76945650	-	ENSG00000169245
4	76962368	76963568	-	ENSG00000169248
4	77069468	77070668	-	ENSG00000138750
4	77134846	77136046	-	ENSG00000138760
4	77134193	77135393	+	ENSG00000189157
4	77171886	77173086	+	ENSG00000118804
4	77171874	77173074	+	ENSG00000272414
4	77277668	77278868	-	ENSG00000212368
4	77322229	77323429	+	ENSG00000199857
4	77321404	77322604	+	ENSG00000240426
4	77342821	77344021	-	ENSG00000163749
4	77355253	77356453	+	ENSG00000138771
4	77414339	77415539	-	ENSG00000221118
4	77453280	77454480	-	ENSG00000207307
4	77679427	77680627	-	ENSG00000233860
4	77722917	77724117	-	ENSG00000224218
4	77818802	77820002	-	ENSG00000186212
4	77869856	77871056	+	ENSG00000138758
4	77996958	77998158	-	ENSG00000118816
4	78071390	78072590	-	ENSG00000201641
4	78077304	78078504	+	ENSG00000138764
4	78431907	78433107	+	ENSG00000156234
4	78623757	78624957	-	ENSG00000221711
4	78740569	78741769	-	ENSG00000138767
4	78977724	78978924	+	ENSG00000138759
4	79108490	79109690	+	ENSG00000221183
4	79471673	79472873	+	ENSG00000138772
4	79560254	79561454	+	ENSG00000238816
4	79696496	79697696	+	ENSG00000138756
4	79688653	79689853	+	ENSG00000239793
4	79696927	79698127	-	ENSG00000260278
4	79860392	79861592	-	ENSG00000163291
4	79891902	79893102	+	ENSG00000249307
4	80247004	80248204	-	ENSG00000156269
4	80329172	80330372	-	ENSG00000196475
4	80747625	80748825	+	ENSG00000251321
4	80763256	80764456	+	ENSG00000212620
4	81046408	81047608	-	ENSG00000163297
4	81104033	81105233	+	ENSG00000152784
4	81111123	81112323	-	ENSG00000248719
4	81186753	81187953	+	ENSG00000138675
4	81255874	81257074	+	ENSG00000197826
4	81951119	81952319	+	ENSG00000152785
4	82085094	82086294	+	ENSG00000251059
4	82136018	82137218	-	ENSG00000138669
4	82254457	82255657	+	ENSG00000207065
4	82965197	82966397	-	ENSG00000138670
4	82848466	82849666	+	ENSG00000252762
4	83295456	83296656	-	ENSG00000138668
4	83294454	83295654	+	ENSG00000272677
4	83323659	83324859	-	ENSG00000202440
4	83323409	83324609	-	ENSG00000250325
4	83350715	83351915	+	ENSG00000145293
4	83351094	83352294	-	ENSG00000152795
4	83483310	83484510	-	ENSG00000249242
4	83674383	83675583	-	ENSG00000207746
4	83719810	83721010	-	ENSG00000145284
4	83822119	83823319	-	ENSG00000138674
4	83820837	83822037	+	ENSG00000168152
4	83821913	83823113	-	ENSG00000251022
4	83865798	83866998	-	ENSG00000199530
4	83869321	83870521	+	ENSG00000252834
4	83923565	83924765	+	ENSG00000251874
4	83933879	83935079	-	ENSG00000189308
4	83954600	83955800	+	ENSG00000138663
4	84058028	84059228	-	ENSG00000145287
4	84205867	84207067	-	ENSG00000173085
4	84256106	84257306	-	ENSG00000173083
4	84376809	84378009	-	ENSG00000163312
4	84376085	84377285	+	ENSG00000163319
4	84444301	84445501	-	ENSG00000163322
4	84456067	84457267	+	ENSG00000138678
4	85153810	85155010	+	ENSG00000200108
4	85419403	85420603	-	ENSG00000163623
4	85503132	85504332	+	ENSG00000163624
4	85723411	85724611	+	ENSG00000251260
4	85807439	85808639	-	ENSG00000252062
4	85887344	85888544	-	ENSG00000163625
4	85886538	85887738	+	ENSG00000180769
4	86395267	86396467	+	ENSG00000138639
4	87515084	87516284	-	ENSG00000109339
4	87038065	87039265	+	ENSG00000250062
4	87514468	87515668	+	ENSG00000163629
4	87770216	87771416	-	ENSG00000145283
4	87857154	87858354	-	ENSG00000163633
4	87855154	87856354	+	ENSG00000172493
4	88161266	88162466	-	ENSG00000145332
4	88243858	88245058	-	ENSG00000170509
4	88312338	88313538	-	ENSG00000198189
4	88342734	88343934	+	ENSG00000170502
4	88452013	88453213	-	ENSG00000152583
4	88528681	88529881	+	ENSG00000152591
4	88570459	88571659	+	ENSG00000152592
4	88665005	88666205	-	ENSG00000200024
4	88654908	88656108	-	ENSG00000249001
4	88689533	88690733	-	ENSG00000238652
4	88719733	88720933	+	ENSG00000029559
4	88741563	88742763	+	ENSG00000152595
4	88895819	88897019	+	ENSG00000118785
4	88920389	88921589	+	ENSG00000202000
4	88927820	88929020	+	ENSG00000118762
4	89121855	89123055	+	ENSG00000201707
4	89127504	89128704	-	ENSG00000221440
4	89146881	89148081	+	ENSG00000199326
4	89144789	89145989	-	ENSG00000251285
4	89152274	89153474	-	ENSG00000118777
4	89196260	89197460	-	ENSG00000200469
4	89205721	89206921	-	ENSG00000163644
4	89205094	89206294	+	ENSG00000246375
4	89298891	89300091	+	ENSG00000138642
4	89377268	89378468	+	ENSG00000138646
4	89414084	89415284	+	ENSG00000221079
4	89441199	89442399	+	ENSG00000138641
4	89444764	89445964	-	ENSG00000145337
4	89447311	89448511	+	ENSG00000249755
4	89442740	89443940	-	ENSG00000255072
4	89605905	89607105	-	ENSG00000207524
4	89619186	89620386	-	ENSG00000177432
4	89629940	89631140	+	ENSG00000248019
4	90032349	90033549	-	ENSG00000138640
4	90032968	90034168	+	ENSG00000180346
4	90031651	90032851	+	ENSG00000271359
4	90051003	90052203	+	ENSG00000212226
4	90228961	90230161	-	ENSG00000185477
4	90471507	90472707	+	ENSG00000251095
4	90759266	90760466	-	ENSG00000145335
4	90756559	90757759	+	ENSG00000247775
4	90799683	90800883	+	ENSG00000138722
4	91047686	91048886	+	ENSG00000184305
4	91760063	91761263	-	ENSG00000187653
4	92033741	92034941	-	ENSG00000248984
4	92246257	92247457	-	ENSG00000249049
4	93224550	93225750	+	ENSG00000152208
4	93225129	93226329	-	ENSG00000248511
4	93759793	93760993	-	ENSG00000248627
4	94240737	94241937	-	ENSG00000250908
4	94749042	94750242	+	ENSG00000172238
4	95127762	95128962	+	ENSG00000163104
4	95128507	95129707	-	ENSG00000246541
4	95263827	95265027	-	ENSG00000163106
4	95372037	95373237	+	ENSG00000163110
4	95371843	95373043	-	ENSG00000203436
4	95678119	95679319	+	ENSG00000138696
4	95678484	95679684	-	ENSG00000249599
4	96470157	96471357	-	ENSG00000182168
4	96469280	96470480	+	ENSG00000271474
4	96760239	96761439	+	ENSG00000163114
4	96789715	96790915	-	ENSG00000200622
4	97073354	97074554	-	ENSG00000201744
4	98287077	98288277	+	ENSG00000251620
4	98406957	98408157	+	ENSG00000271995
4	99064191	99065391	-	ENSG00000163116
4	99181535	99182735	+	ENSG00000138698
4	99182581	99183781	-	ENSG00000214559
4	99416515	99417715	+	ENSG00000251523
4	99579580	99580780	-	ENSG00000168785
4	99579055	99580255	+	ENSG00000260641
4	99851588	99852788	-	ENSG00000151247
4	99850938	99852138	-	ENSG00000238449
4	99849048	99850248	+	ENSG00000263923
4	99887824	99889024	-	ENSG00000252548
4	99915771	99916971	+	ENSG00000164024
4	100009752	100010952	-	ENSG00000197894
4	100009008	100010208	+	ENSG00000246090
4	100078749	100079949	-	ENSG00000198099
4	100082602	100083802	-	ENSG00000249065
4	100140494	100141694	-	ENSG00000172955
4	100211985	100213185	-	ENSG00000187758
4	100242358	100243558	-	ENSG00000196616
4	100356694	100357894	-	ENSG00000196344
4	100431161	100432361	+	ENSG00000138813
4	100483918	100485118	+	ENSG00000138823
4	100484989	100486189	-	ENSG00000145331
4	100546870	100548070	-	ENSG00000248676
4	100575605	100576805	-	ENSG00000248713
4	100736990	100738190	+	ENSG00000070190
4	100815447	100816647	-	ENSG00000109270
4	100867683	100868883	-	ENSG00000164031
4	100871345	100872545	-	ENSG00000164032
4	100870163	100871363	+	ENSG00000245322
4	101050992	101052192	-	ENSG00000222196
4	101111739	101112939	-	ENSG00000145358
4	101110190	101111390	+	ENSG00000249710
4	101801083	101802283	-	ENSG00000164035
4	102251371	102252571	-	ENSG00000221265
4	102269235	102270435	-	ENSG00000138814
4	102267937	102269137	+	ENSG00000254531
4	102644033	102645233	+	ENSG00000199529
4	102957860	102959060	-	ENSG00000251309
4	103352215	103353415	-	ENSG00000138821
4	103370967	103372167	-	ENSG00000248161
4	103421486	103422686	+	ENSG00000109320
4	103422276	103423476	-	ENSG00000260651
4	103486924	103488124	-	ENSG00000238553
4	103681951	103683151	-	ENSG00000109323
4	103758056	103759256	-	ENSG00000252739
4	103780453	103781653	-	ENSG00000238948
4	103789853	103791053	-	ENSG00000109332
4	103789135	103790335	+	ENSG00000145354
4	103940696	103941896	-	ENSG00000164037
4	104006786	104007986	-	ENSG00000164038
4	104020840	104022040	-	ENSG00000164039
4	104119366	104120566	-	ENSG00000138778
4	104176316	104177516	+	ENSG00000248740
4	104640773	104641973	-	ENSG00000169836
4	104844697	104845897	+	ENSG00000252460
4	105415858	105417058	-	ENSG00000168772
4	105411122	105412322	+	ENSG00000245384
4	105411033	105412233	+	ENSG00000272082
4	105827514	105828714	+	ENSG00000248373
4	105894819	105896019	+	ENSG00000251906
4	106024961	106026161	-	ENSG00000251473
4	106026144	106027344	+	ENSG00000252136
4	106066032	106067232	+	ENSG00000168769
4	106099020	106100220	-	ENSG00000251586
4	106327154	106328354	+	ENSG00000200917
4	106395038	106396238	-	ENSG00000138777
4	106472777	106473977	+	ENSG00000236699
4	106473312	106474512	-	ENSG00000250522
4	106628935	106630135	+	ENSG00000138780
4	106816943	106818143	-	ENSG00000138785
4	106748129	106749329	-	ENSG00000251175
4	106814932	106816132	+	ENSG00000168743
4	106853679	106854879	-	ENSG00000250740
4	106943435	106944635	-	ENSG00000249635
4	107242452	107243652	-	ENSG00000145348
4	107235701	107236901	+	ENSG00000164022
4	107336742	107337942	-	ENSG00000222333
4	108038361	108039561	-	ENSG00000252566
4	108204763	108205963	-	ENSG00000155011
4	108355275	108356475	+	ENSG00000252470
4	108641408	108642608	-	ENSG00000138801
4	108744719	108745919	+	ENSG00000164023
4	108788866	108790066	-	ENSG00000222691
4	108851525	108852725	+	ENSG00000155016
4	108899755	108900955	-	ENSG00000245293
4	108862211	108863411	-	ENSG00000249604
4	108909870	108911070	+	ENSG00000138796
4	109089912	109091112	-	ENSG00000138795
4	109087681	109088881	+	ENSG00000232021
4	109540722	109541922	+	ENSG00000109475
4	109541416	109542616	-	ENSG00000234492
4	109570740	109571940	+	ENSG00000198856
4	109572306	109573506	+	ENSG00000206601
4	109684010	109685210	-	ENSG00000164089
4	110223613	110224813	-	ENSG00000188517
4	110353928	110355128	+	ENSG00000138802
4	110354773	110355973	-	ENSG00000247950
4	110408854	110410054	+	ENSG00000207988
4	110480361	110481561	+	ENSG00000005059
4	110624539	110625739	-	ENSG00000138794
4	110651033	110652233	-	ENSG00000123739
4	110723135	110724335	-	ENSG00000205403
4	110735666	110736866	+	ENSG00000109534
4	110736366	110737566	-	ENSG00000272795
4	110748150	110749350	+	ENSG00000180245
4	110768358	110769558	+	ENSG00000183423
4	110833040	110834240	+	ENSG00000138798
4	110912481	110913681	+	ENSG00000207260
4	111120155	111121355	-	ENSG00000170522
4	111198341	111199541	+	ENSG00000212160
4	111285889	111287089	+	ENSG00000138792
4	111440461	111441661	-	ENSG00000250511
4	111563079	111564279	-	ENSG00000164093
4	111774426	111775626	-	ENSG00000251808
4	113065553	113066753	+	ENSG00000174749
4	113151893	113153093	+	ENSG00000138660
4	113152552	113153752	-	ENSG00000260526
4	113205665	113206865	+	ENSG00000073331
4	113206859	113208059	-	ENSG00000145365
4	113437128	113438328	-	ENSG00000178403
4	113435541	113436741	+	ENSG00000249509
4	113557951	113559151	-	ENSG00000138658
4	113557120	113558320	+	ENSG00000174720
4	113569027	113570227	-	ENSG00000199145
4	113568897	113570097	-	ENSG00000199169
4	113569207	113570407	-	ENSG00000207927
4	113569386	113570586	-	ENSG00000199102
4	113571007	113572207	-	ENSG00000249532
4	113738265	113739465	+	ENSG00000145362
4	113955507	113956707	-	ENSG00000249373
4	113992918	113994118	-	ENSG00000248152
4	114682883	114684083	-	ENSG00000145349
4	114900683	114901883	-	ENSG00000180801
4	115518611	115519811	+	ENSG00000174607
4	115576915	115578115	+	ENSG00000207931
4	116034832	116036032	-	ENSG00000138653
4	117759435	117760635	+	ENSG00000201752
4	118006536	118007736	-	ENSG00000174599
4	118953773	118954973	+	ENSG00000164100
4	119198864	119200064	+	ENSG00000269893
4	119273958	119275158	-	ENSG00000164099
4	119605523	119606723	+	ENSG00000145388
4	119759638	119760838	-	ENSG00000150961
4	119808996	119810196	+	ENSG00000172403
4	120055939	120057139	+	ENSG00000172399
4	120132742	120133942	+	ENSG00000145390
4	120133599	120134799	-	ENSG00000178636
4	120225400	120226600	-	ENSG00000164096
4	120243345	120244545	-	ENSG00000145384
4	120489854	120491054	+	ENSG00000221245
4	120549946	120551146	-	ENSG00000138735
4	120988029	120989229	-	ENSG00000164109
4	120987113	120988313	+	ENSG00000250938
4	121730624	121731824	+	ENSG00000212359
4	121843825	121845025	-	ENSG00000138738
4	121993976	121995176	-	ENSG00000173376
4	122113858	122115058	-	ENSG00000252183
4	122148421	122149621	-	ENSG00000050730
4	122302014	122303214	-	ENSG00000186867
4	122618068	122619268	-	ENSG00000164111
4	122686382	122687582	-	ENSG00000164112
4	122684740	122685940	+	ENSG00000226757
4	122744887	122746087	-	ENSG00000145386
4	122872709	122873909	-	ENSG00000138741
4	123072488	123073688	+	ENSG00000138688
4	123299121	123300321	+	ENSG00000164113
4	123377680	123378880	-	ENSG00000109471
4	123539138	123540338	+	ENSG00000227145
4	123542024	123543224	-	ENSG00000138684
4	123652857	123654057	+	ENSG00000181004
4	123653148	123654348	-	ENSG00000224786
4	123746863	123748063	+	ENSG00000138685
4	123747169	123748369	+	ENSG00000253069
4	123843229	123844429	+	ENSG00000145375
4	123843923	123845123	-	ENSG00000170917
4	123928618	123929818	-	ENSG00000216154
4	124316950	124318150	+	ENSG00000164056
4	125633687	125634887	-	ENSG00000151458
4	126236554	126237754	+	ENSG00000196159
4	128543426	128544626	+	ENSG00000164066
4	128650533	128651733	+	ENSG00000151475
4	128701976	128703176	+	ENSG00000164070
4	128801016	128802216	+	ENSG00000142731
4	128812146	128813346	+	ENSG00000251821
4	128981423	128982623	+	ENSG00000138709
4	128990567	128991767	-	ENSG00000241651
4	129209784	129210984	-	ENSG00000164040
4	129676181	129677381	+	ENSG00000238802
4	129729779	129730979	+	ENSG00000077684
4	130014564	130015764	-	ENSG00000151466
4	130013472	130014672	+	ENSG00000151470
4	132193397	132194597	+	ENSG00000206782
4	134069470	134070670	+	ENSG00000138650
4	134070071	134071271	-	ENSG00000250241
4	136236477	136237677	-	ENSG00000207188
4	136292636	136293836	-	ENSG00000207849
4	136292879	136294079	-	ENSG00000250834
4	136917047	136918247	-	ENSG00000207322
4	138148282	138149482	+	ENSG00000222526
4	138453448	138454648	-	ENSG00000189184
4	138977618	138978818	+	ENSG00000250033
4	139163303	139164503	-	ENSG00000151012
4	139732720	139733920	-	ENSG00000238971
4	139933600	139934800	-	ENSG00000250195
4	139935943	139937143	+	ENSG00000151014
4	139938533	139939733	-	ENSG00000264953
4	139975629	139976829	+	ENSG00000252503
4	140098172	140099372	-	ENSG00000109381
4	140177714	140178914	-	ENSG00000206722
4	140201292	140202492	-	ENSG00000137463
4	140223505	140224705	-	ENSG00000109390
4	140221609	140222809	+	ENSG00000164134
4	140238532	140239732	+	ENSG00000200520
4	140373386	140374586	+	ENSG00000172007
4	140527653	140528853	-	ENSG00000145391
4	140476953	140478153	+	ENSG00000272717
4	140585922	140587122	+	ENSG00000085871
4	141048169	141049369	+	ENSG00000250698
4	141075138	141076338	-	ENSG00000196782
4	141177440	141178640	+	ENSG00000153130
4	141196066	141197266	-	ENSG00000252300
4	141348922	141350122	-	ENSG00000153132
4	141419331	141420531	-	ENSG00000205301
4	141444312	141445512	+	ENSG00000179387
4	141489759	141490959	-	ENSG00000109424
4	141632322	141633522	+	ENSG00000248335
4	141677074	141678274	-	ENSG00000109436
4	141676682	141677882	+	ENSG00000273472
4	142133831	142135031	-	ENSG00000170153
4	142141041	142142241	+	ENSG00000109445
4	142218832	142220032	-	ENSG00000238695
4	142556752	142557952	+	ENSG00000164136
4	143768385	143769585	-	ENSG00000109452
4	144105070	144106270	+	ENSG00000170185
4	144105814	144107014	-	ENSG00000250326
4	144256915	144258115	+	ENSG00000109458
4	144258770	144259970	-	ENSG00000178972
4	144433616	144434816	+	ENSG00000153147
4	144435588	144436788	-	ENSG00000245112
4	144621628	144622828	-	ENSG00000183090
4	144620410	144621610	+	ENSG00000246448
4	145566173	145567373	+	ENSG00000164161
4	145582309	145583509	-	ENSG00000248890
4	146019493	146020693	-	ENSG00000164162
4	146018084	146019284	+	ENSG00000164163
4	146101113	146102313	-	ENSG00000164164
4	146401346	146402546	+	ENSG00000170365
4	146423923	146425123	-	ENSG00000250582
4	146438070	146439270	-	ENSG00000250902
4	146538415	146539615	+	ENSG00000151611
4	146571576	146572776	-	ENSG00000248356
4	146600356	146601556	+	ENSG00000237136
4	146753270	146754470	+	ENSG00000251687
4	146859587	146860787	-	ENSG00000151612
4	147043236	147044436	-	ENSG00000216055
4	147095837	147097037	+	ENSG00000164167
4	147144709	147145909	+	ENSG00000250673
4	147161958	147163158	+	ENSG00000251010
4	147442923	147444123	-	ENSG00000120519
4	147500200	147501400	+	ENSG00000207182
4	147559045	147560245	+	ENSG00000151615
4	147559413	147560613	+	ENSG00000264323
4	147854153	147855353	+	ENSG00000248764
4	147866834	147868034	-	ENSG00000137473
4	148265669	148266869	-	ENSG00000221369
4	148401069	148402269	+	ENSG00000151617
4	148537534	148538734	+	ENSG00000164168
4	148538196	148539396	-	ENSG00000251298
4	148652214	148653414	+	ENSG00000071205
4	149066622	149067822	+	ENSG00000250354
4	149365650	149366850	-	ENSG00000151623
4	149912585	149913785	-	ENSG00000239168
4	150854528	150855728	+	ENSG00000207121
4	150998426	150999626	+	ENSG00000170390
4	151129858	151131058	+	ENSG00000238721
4	151502077	151503277	+	ENSG00000181541
4	151936679	151937879	-	ENSG00000198589
4	151499241	151500441	+	ENSG00000249690
4	151560818	151562018	-	ENSG00000221235
4	151947242	151948442	+	ENSG00000235606
4	152019725	152020925	+	ENSG00000145425
4	152022209	152023409	+	ENSG00000201264
4	152023979	152025179	+	ENSG00000208797
4	152246584	152247784	-	ENSG00000109686
4	152197323	152198523	+	ENSG00000189099
4	152200144	152201344	-	ENSG00000250350
4	152220670	152221870	+	ENSG00000252544
4	152329368	152330568	+	ENSG00000164142
4	152329787	152330987	-	ENSG00000251611
4	152486761	152487961	-	ENSG00000221657
4	152681975	152683175	-	ENSG00000059691
4	152594635	152595835	+	ENSG00000251455
4	152587376	152588576	+	ENSG00000251603
4	153457053	153458253	-	ENSG00000109670
4	153456416	153457616	+	ENSG00000268471
4	153586520	153587720	+	ENSG00000248571
4	153601117	153602317	-	ENSG00000170006
4	153700089	153701289	+	ENSG00000164144
4	153700716	153701916	-	ENSG00000169989
4	153821118	153822318	+	ENSG00000252375
4	153856504	153857704	+	ENSG00000137460
4	154072494	154073694	+	ENSG00000109654
4	154187962	154189162	-	ENSG00000201786
4	154186707	154187907	-	ENSG00000252030
4	154264801	154266001	+	ENSG00000121211
4	154386498	154387698	+	ENSG00000121210
4	154640479	154641679	+	ENSG00000249309
4	154681187	154682387	-	ENSG00000145428
4	154710072	154711272	-	ENSG00000145423
4	154794403	154795603	-	ENSG00000252181
4	155412730	155413930	-	ENSG00000197410
4	155471387	155472587	-	ENSG00000171566
4	155464989	155466189	-	ENSG00000200350
4	155483108	155484308	+	ENSG00000171564
4	155511718	155512918	-	ENSG00000171560
4	155533919	155535119	-	ENSG00000171557
4	155547097	155548297	+	ENSG00000121207
4	155701365	155702565	+	ENSG00000151962
4	155702825	155704025	-	ENSG00000249041
4	155707270	155708470	+	ENSG00000222582
4	156128781	156129981	+	ENSG00000185149
4	156129979	156131179	-	ENSG00000250538
4	156196841	156198041	+	ENSG00000250910
4	156297922	156299122	-	ENSG00000164114
4	156586863	156588063	+	ENSG00000164116
4	156679144	156680344	+	ENSG00000061918
4	156774890	156776090	+	ENSG00000151790
4	156787225	156788425	-	ENSG00000256394
4	156874869	156876069	-	ENSG00000256043
4	157217598	157218798	-	ENSG00000221189
4	157562732	157563932	+	ENSG00000249479
4	157563406	157564606	-	ENSG00000251283
4	157761511	157762711	+	ENSG00000248629
4	157892346	157893546	-	ENSG00000145431
4	157892783	157893983	+	ENSG00000250622
4	157996209	157997409	+	ENSG00000109738
4	158124334	158125534	+	ENSG00000120251
4	158122620	158123820	-	ENSG00000199859
4	158125807	158127007	-	ENSG00000249819
4	158509187	158510387	-	ENSG00000221618
4	159094270	159095470	-	ENSG00000164125
4	159090904	159092104	+	ENSG00000248429
4	159235463	159236663	+	ENSG00000171509
4	159315546	159316746	+	ENSG00000199634
4	159430860	159432060	-	ENSG00000249901
4	159620843	159622043	+	ENSG00000271817
4	159644348	159645548	-	ENSG00000171497
4	159689290	159690490	+	ENSG00000052795
4	159715648	159716848	-	ENSG00000206703
4	159921242	159922442	-	ENSG00000221314
4	159927271	159928471	+	ENSG00000248988
4	159959712	159960912	-	ENSG00000164123
4	160024330	160025530	+	ENSG00000109756
4	160215866	160217066	+	ENSG00000216089
4	160427980	160429180	-	ENSG00000251979
4	161924910	161926110	-	ENSG00000221362
4	162299105	162300305	+	ENSG00000249568
4	162942885	162944085	+	ENSG00000249419
4	163084987	163086187	-	ENSG00000168843
4	164028937	164030137	+	ENSG00000250027
4	164087873	164089073	-	ENSG00000145414
4	164265784	164266984	-	ENSG00000164128
4	164264091	164265291	+	ENSG00000164129
4	164394847	164396047	-	ENSG00000151005
4	164414594	164415794	+	ENSG00000198498
4	165305002	165306202	-	ENSG00000145416
4	165540884	165542084	+	ENSG00000223037
4	165707442	165708642	+	ENSG00000201050
4	165877100	165878300	+	ENSG00000250486
4	165898620	165899820	-	ENSG00000183439
4	165952105	165953305	+	ENSG00000176979
4	166127770	166128970	+	ENSG00000109466
4	166129501	166130701	-	ENSG00000170088
4	166247775	166248975	+	ENSG00000052802
4	166281346	166282546	+	ENSG00000109472
4	166306394	166307594	+	ENSG00000207559
4	166793410	166794610	+	ENSG00000038295
4	168155747	168156947	-	ENSG00000196104
4	169012666	169013866	+	ENSG00000109511
4	169034282	169035482	-	ENSG00000248601
4	169230843	169232043	+	ENSG00000238744
4	169239758	169240958	-	ENSG00000137628
4	169391560	169392760	+	ENSG00000207171
4	169417217	169418417	+	ENSG00000129116
4	169458737	169459937	-	ENSG00000181381
4	169569538	169570738	-	ENSG00000249623
4	169607667	169608867	-	ENSG00000206613
4	169753888	169755088	-	ENSG00000249609
4	169805506	169806706	+	ENSG00000201176
4	169931226	169932426	-	ENSG00000145439
4	169925400	169926600	+	ENSG00000201818
4	169930581	169931781	+	ENSG00000251445
4	170121945	170123145	+	ENSG00000251171
4	170192056	170193256	-	ENSG00000154447
4	170532784	170533984	+	ENSG00000109572
4	170533580	170534780	-	ENSG00000137601
4	170678904	170680104	-	ENSG00000056050
4	170866132	170867332	+	ENSG00000251200
4	170896853	170898053	-	ENSG00000248319
4	170901898	170903098	+	ENSG00000249955
4	170953982	170955182	-	ENSG00000198948
4	171012650	171013850	-	ENSG00000109576
4	171811618	171812818	+	ENSG00000251961
4	172732405	172733605	+	ENSG00000174473
4	174088904	174090104	+	ENSG00000109586
4	174188311	174189511	+	ENSG00000221296
4	174250645	174251845	-	ENSG00000248774
4	174256076	174257276	-	ENSG00000164104
4	174327331	174328531	-	ENSG00000164106
4	174367655	174368855	-	ENSG00000252898
4	174451180	174452380	-	ENSG00000164107
4	174447421	174448621	+	ENSG00000237125
4	175205215	175206415	-	ENSG00000164117
4	175203828	175205028	+	ENSG00000164118
4	175444105	175445305	-	ENSG00000164120
4	175750265	175751465	-	ENSG00000145451
4	175749819	175751019	+	ENSG00000168594
4	175900332	175901532	-	ENSG00000250431
4	176393153	176394353	+	ENSG00000221136
4	176387648	176388848	-	ENSG00000249945
4	176710458	176711658	+	ENSG00000249106
4	176923615	176924815	-	ENSG00000150625
4	176985985	176987185	+	ENSG00000150627
4	177018314	177019514	+	ENSG00000201516
4	177116622	177117822	-	ENSG00000150628
4	177198522	177199722	-	ENSG00000164122
4	177240115	177241315	+	ENSG00000129128
4	177241409	177242609	-	ENSG00000248980
4	177589772	177590972	+	ENSG00000248388
